Date,Price
2020-10-09,110.801124
2020-10-10,115.462134
2020-10-11,115.831945
2020-10-12,125.761409
2020-10-13,129.804256
2020-10-14,127.770340
2020-10-15,128.539240
2020-10-16,129.744648
2020-10-17,120.092287
2020-10-18,120.066962
2020-10-19,123.729933
2020-10-20,125.469595
2020-10-21,118.109457
2020-10-22,121.422261
2020-10-23,126.716717
2020-10-24,127.090658
2020-10-25,128.737382
2020-10-26,130.491027
2020-10-27,131.920832
2020-10-28,133.466687
2020-10-29,126.232117
2020-10-30,124.038330
2020-10-31,123.069921
2020-11-01,126.237622
2020-11-02,126.534302
2020-11-03,118.734092
2020-11-04,120.617010
2020-11-05,115.762221
2020-11-06,119.554474
2020-11-07,119.203450
2020-11-08,111.300847
2020-11-09,120.113664
2020-11-10,115.895446
2020-11-11,115.301951
2020-11-12,113.335060
2020-11-13,111.917421
2020-11-14,113.908368
2020-11-15,116.584493
2020-11-16,114.516116
2020-11-17,118.272895
2020-11-18,125.294317
2020-11-19,123.716622
2020-11-20,118.460728
